set_name,set_topic,set_id,order_index,word,pronunciation,part_of_speech,level,definition_vi,definition_en,synonyms,antonyms,example_sentence
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,16,mitigate,/ˈmɪtɪɡeɪt/,verb,B2,"Giảm nhẹ, làm dịu bớt, giảm thiểu tác hại",To make something less severe or serious; to reduce the impact of something negative,"alleviate, reduce, lessen","aggravate, worsen",Governments are implementing policies to mitigate the effects of climate change.
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,17,interdependent,/ˌɪntərdɪˈpendənt/,adjective,B2,"Phụ thuộc lẫn nhau, có mối liên hệ tương hỗ",Dependent on each other; mutually reliant,"mutually dependent, interconnected, interrelated","independent, autonomous","Modern economies are highly interdependent, so a crisis in one country affects others globally."
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,18,counterproductive,/ˌkaʊntərprəˈdʌktɪv/,adjective,B2,"Có tác dụng ngược lại, không đạt được mục đích mà còn gây hại",Having the opposite effect to what is intended; preventing progress,"self-defeating, counterintuitive, unhelpful","productive, beneficial",Punishing students harshly for mistakes can be counterproductive and discourage them from learning.
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,19,implementation,/ˌɪmpləmenˈteɪʃn/,noun,B2,"Thực hiện, áp dụng, triển khai (kế hoạch, chính sách)","The process of putting a plan, decision, or system into action","execution, application, deployment","abandonment, cancellation",The implementation of new environmental regulations requires cooperation from both government and industry.
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,20,resilience,/rɪˈzɪliəns/,noun,B2,"Khả năng phục hồi, sức chống chịu, tính bền bỉ",The ability to recover quickly from difficulties or adapt to change,"toughness, durability, adaptability","fragility, weakness",Building community resilience is essential for societies to withstand natural disasters and economic crises.
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,21,disparity,/dɪˈspærəti/,noun,B2,"Sự chênh lệch, bất bình đẳng, sự khác biệt lớn",A great difference or inequality between things,"inequality, gap, difference","equality, parity",There is a significant disparity in income between urban and rural areas in developing countries.
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,22,interdisciplinary,/ˌɪntədɪˈsɪplɪneri/,adjective,C1,liên quan đến nhiều lĩnh vực học thuật hoặc chuyên môn khác nhau; kết hợp kiến thức từ các ngành học khác nhau,involving or combining different academic disciplines or fields of study,"multidisciplinary, cross-disciplinary","specialized, monodisciplinary","The university launched an interdisciplinary research program combining biology, chemistry, and environmental science to address climate change."
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,23,proliferate,/prəˈlɪfəreɪt/,verb,B2,"tăng nhanh về số lượng; lan rộng, phát triển nhanh chóng",to increase rapidly in number; to spread or multiply quickly,"multiply, expand, flourish","decline, diminish","Social media platforms have proliferated over the past decade, fundamentally changing how people communicate and share information."
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,24,tangible,/ˈtændʒəbl/,adjective,B2,"có thể cảm nhận được, chứng minh được; thực tế, cụ thể (không trừu tượng)",able to be perceived by touch; real and concrete rather than abstract,"concrete, physical, palpable","intangible, abstract","The government's new education policy has produced tangible results, with test scores improving significantly in rural schools."
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,25,underutilized,/ˌʌndərˈjuːtɪlaɪzd/,adjective,B2,không được sử dụng đầy đủ; không khai thác hết tiềm năng,not used to full capacity or potential; underexploited,"underexploited, underused","fully utilized, maximized",Many developing countries have underutilized natural resources that could generate significant economic growth if properly managed.
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,26,exacerbate,/ɪɡˈzæsərbeɪt/,verb,C1,làm tồi tệ hơn; làm trầm trọng thêm (một vấn đề),to make a problem or situation worse; to aggravate,"aggravate, worsen, intensify","alleviate, improve","Lack of investment in infrastructure has exacerbated the urban-rural divide, creating deeper economic disparities between regions."
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,27,inherent,/ɪnˈhɪrənt/,adjective,B2,"vốn có, bẩm sinh; là một phần tự nhiên của cái gì đó","existing as a natural, permanent, or inseparable element or quality","intrinsic, innate, built-in","acquired, external","There is an inherent risk in any investment strategy, but diversification can help minimize potential losses."
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,28,circumvent,/ˌsɜːkəmˈvent/,verb,C1,"tìm cách vượt qua, tránh (một quy tắc, luật lệ); đi vòng quanh",to find a way around an obstacle or rule; to avoid or bypass,"bypass, evade, skirt","comply, obey",Some companies attempt to circumvent environmental regulations by relocating their factories to countries with weaker enforcement.
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,29,juxtapose,/ˌdʒʌkstəˈpoʊz/,verb,C1,đặt cạnh nhau để so sánh; đối chiếu,to place two things side by side for contrasting effect or comparison,"contrast, compare, place side by side","separate, distance",The documentary juxtaposes scenes of pristine natural landscapes with images of industrial pollution to highlight environmental degradation.
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,30,paradigm shift,/ˈpærədaɪm ʃɪft/,phrase,C1,sự thay đổi cơ bản trong cách suy nghĩ hoặc tiếp cận một vấn đề; thay đổi mô hình tư duy,a fundamental change in the basic concepts and practices of a discipline or field,"fundamental change, conceptual revolution","continuity, status quo",The shift from fossil fuels to renewable energy represents a paradigm shift in how societies approach energy production and sustainability.
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,31,empirical evidence,/ɪmˈpɪrɪkəl ˈevɪdəns/,phrase,C1,"bằng chứng dựa trên quan sát, thí nghiệm hoặc dữ liệu thực tế; không dựa trên lý thuyết","evidence based on observation, experience, or experiment rather than theory","experimental data, observational evidence","theoretical, hypothetical",Recent empirical evidence suggests that early childhood education significantly improves long-term academic and social outcomes.
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,32,corroborate,/kəˈrɑːbəreɪt/,verb,C1,"xác nhận, chứng thực (một sự kiện hoặc tuyên bố) bằng bằng chứng bổ sung",to confirm or give support to a statement or finding with additional evidence,"confirm, verify, substantiate","contradict, refute",Multiple independent studies have corroborated the findings that air pollution significantly impacts respiratory health in urban populations.
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,33,dichotomy,/daɪˈkɑːtəmi/,noun,C1,sự chia tách thành hai phần đối lập; sự phân chia rõ ràng thành hai nhóm,a division or contrast between two things that are represented as being completely opposite,"division, contrast, split","unity, integration",The false dichotomy between economic development and environmental protection has hindered progress on sustainable growth policies.
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,34,confluence,/ˈkɑːnfluəns/,noun,C1,"sự hội tụ, gặp nhau (của các dòng sông, ý tưởng, sự kiện); điểm giao nhập",the meeting or flowing together of two or more things; a convergence,"convergence, junction, meeting point","divergence, separation","The financial crisis resulted from a confluence of factors including reckless lending practices, inadequate regulation, and speculative investment."
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,35,nuanced,/ˈnuːɑːnst/,adjective,B2,có sắc thái tinh tế; phức tạp với những khác biệt nhỏ nhưng quan trọng,"characterized by subtle differences in meaning, tone, or expression; sophisticated and detailed","subtle, sophisticated, refined","simplistic, crude",A nuanced understanding of cultural differences is essential for effective international diplomacy and cross-cultural communication.
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,36,trajectory,/trəˈdʒektəri/,noun,B2,"quỹ đạo, hướng phát triển; con đường hoặc hướng mà cái gì đó đang tiến tới",the path or direction that something follows; a course of development,"path, course, direction","stagnation, regression","If current trends continue, the trajectory of global carbon emissions will exceed the targets set by the Paris Climate Agreement."
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,37,bifurcate,/baɪˈfɜːrkeɪt/,verb,C1,chia thành hai nhánh; tách ra thành hai phần,to divide into two branches or parts; to split,"split, divide, branch","merge, unite","The political landscape has bifurcated into two opposing ideological camps, making consensus on policy increasingly difficult."
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,38,precipitate,/prɪˈsɪpɪteɪt/,verb,C1,"gây ra, kích hoạt (một sự kiện hoặc tình huống); làm xảy ra đột ngột",to cause something to happen suddenly or unexpectedly; to trigger,"trigger, cause, provoke","prevent, delay",The assassination of Archduke Franz Ferdinand precipitated a chain of events that led to World War I.
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,39,ameliorate,/əˈmiːliəreɪt/,verb,C1,"cải thiện, làm tốt hơn; giảm bớt (một vấn đề hoặc tình trạng xấu)",to make something better or improve a difficult situation,"improve, enhance, better","worsen, deteriorate",Governments are implementing policies to ameliorate poverty and reduce income inequality in developing nations.
Pháp luật & Công lý,Law & Justice,f5b254db-0e98-5c45-bc1d-4af2ab95490e,0,jurisdiction,/ˌdʒʊərɪsˈdɪkʃən/,n,B2,quyền tài phán; phạm vi quyền hạn pháp lý,The official power to make legal decisions and enforce the law within a particular area or territory.,"authority, legal power",,The international court has jurisdiction over cases involving crimes against humanity committed across multiple nations.
Pháp luật & Công lý,Law & Justice,f5b254db-0e98-5c45-bc1d-4af2ab95490e,1,verdict,/ˈvɜːdɪkt/,n,B1,phán quyết; kết luận của bồi thẩm đoàn hoặc tòa án,A formal decision or judgment made by a jury or court after hearing evidence in a trial.,"judgment, decision",,"After three weeks of deliberation, the jury returned a guilty verdict against the defendant accused of embezzlement."
Pháp luật & Công lý,Law & Justice,f5b254db-0e98-5c45-bc1d-4af2ab95490e,2,prosecute,/ˈprɒsɪkjuːt/,v,B2,truy tố; khởi kiện,To conduct legal proceedings against someone in a court of law; to bring a criminal case against a person.,"sue, charge",defend,The government has decided to prosecute the executives responsible for the company's massive fraud scheme involving thousands of investors.
Pháp luật & Công lý,Law & Justice,f5b254db-0e98-5c45-bc1d-4af2ab95490e,3,defendant,/dɪˈfendənt/,n,B1,bị cáo; bị đơn (người bị kiện),A person or organization that is being accused of committing a crime or is being sued in court.,"accused, respondent",plaintiff,The defendant maintained her innocence throughout the entire trial despite overwhelming circumstantial evidence presented by the prosecution.
